name,artists,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year,song_label,PC1,PC2,cluster,cluster_name
Do Ya Head Like This,['E-40'],0.444,0.514,-6.206,0.456,0.179,0.0,0.25,0.182,175.09599999999998,2019,Do Ya Head Like This - ['E-40'],0.23329277,-0.3133059,1,Energetic Electronic
"3 Elevations, Op. 32: III. Lento","['Marcel Dupré', 'Mary Preston']",0.0593,3.03e-05,-52.169,0.0633,0.944,0.971,0.364,0.972,74.72800000000002,1999,"3 Elevations, Op. 32: III. Lento - ['Marcel Dupré', 'Mary Preston']",-0.6927056,0.10591459,6,Ambient / Classical
Fault Line,"['Gary Schutt', 'Jeff Scott Soto']",0.4429999999999999,0.909,-3.674,0.0565,0.00883,0.0945,0.0548,0.514,110.617,2007,"Fault Line - ['Gary Schutt', 'Jeff Scott Soto']",0.7101223,-0.24156623,1,Energetic Electronic
Live Your Death,['Epidemic'],0.3779999999999999,0.998,-4.508,0.141,1.41e-05,0.0132,0.386,0.185,117.04,2012,Live Your Death - ['Epidemic'],0.5489604,-0.6059618,1,Energetic Electronic
Worse and Worse,['Bill Frisell'],0.436,0.21,-15.334,0.0362,0.81,0.449,0.178,0.259,104.488,2006,Worse and Worse - ['Bill Frisell'],-1.0060173,0.082528956,6,Ambient / Classical
Demons in My Orbit,['guardin'],0.4,0.6809999999999999,-5.931,0.218,0.0158,0.0,0.0627,0.0695,180.107,2017,Demons in My Orbit - ['guardin'],0.32199022,-0.5324022,1,Energetic Electronic
Disillusioned,['Weeping Silence'],0.41,0.954,-4.165,0.147,7.809999999999999e-05,0.0081599999999999,0.278,0.0552,132.004,2013,Disillusioned - ['Weeping Silence'],0.5071751,-0.65214175,1,Energetic Electronic
Como Debe de Ser,['Leño'],0.476,0.851,-8.173,0.11,0.0119,0.701,0.326,0.945,190.713,1997,Como Debe de Ser - ['Leño'],0.492202,-0.2424807,3,Instrumental Energy
Untitled 14,['Colossamite'],0.0,0.0,-33.77,0.0,0.0,0.0,0.0,0.0,0.0,2007,Untitled 14 - ['Colossamite'],-0.5994748,-0.08312984,0,Calm Acoustic
The Brain Scramblers,['Revocation'],0.575,0.953,-5.03,0.122,3.64e-06,0.081,0.0634,0.3329999999999999,104.022,2009,The Brain Scramblers - ['Revocation'],0.6921905,-0.21645844,2,Dance Pop
Keiki's Dream (Child's Dream),['Keola Beamer'],0.629,0.301,-11.857,0.0363,0.93,0.861,0.1169999999999999,0.324,126.065,1998,Keiki's Dream (Child's Dream) - ['Keola Beamer'],-0.6054999,0.13238667,6,Ambient / Classical
Ruling Dub,['Groundation'],0.823,0.369,-10.826,0.0569,0.0496,0.0447,0.0938,0.644,122.259,2006,Ruling Dub - ['Groundation'],0.4648048,0.56055886,2,Dance Pop
Moonlight blues,['Marijan'],0.77,0.51,-8.352,0.0413,0.578,0.525,0.0789,0.75,155.997,2004,Moonlight blues - ['Marijan'],0.27024546,0.39051747,3,Instrumental Energy
Silver Bells,['Los Straitjackets'],0.741,0.365,-14.137,0.0352,0.64,0.865,0.109,0.821,129.57399999999998,2018,Silver Bells - ['Los Straitjackets'],-0.08485705,0.34514314,3,Instrumental Energy
Sardinia,['Swords of I-Ching'],0.785,0.551,-8.387,0.147,0.0547,0.0,0.186,0.826,82.96,2010,Sardinia - ['Swords of I-Ching'],0.5935313,0.55862737,2,Dance Pop
Here's the Deal,['Candy Jacket Jazz Band'],0.471,0.5479999999999999,-7.856,0.175,0.978,0.918,0.102,0.785,205.813,2017,Here's the Deal - ['Candy Jacket Jazz Band'],-0.010954827,-0.10463951,3,Instrumental Energy
Rosa De Los Vientos,['Gerardo Nuñez'],0.331,0.142,-18.531,0.0485,0.96,0.862,0.07,0.103,148.065,2003,Rosa De Los Vientos - ['Gerardo Nuñez'],-0.8828485,-0.2562706,6,Ambient / Classical
The Forge,['Khamsa Khala'],0.82,0.547,-11.448,0.0517,0.6940000000000001,0.905,0.26,0.8590000000000001,136.503,2018,The Forge - ['Khamsa Khala'],0.12682426,0.28074253,3,Instrumental Energy
"Concerto in modo misolidio, P. 145: III. Passacaglia: Allegro energico","['Ottorino Respighi', 'Geoffrey Tozer', 'BBC Philharmonic', 'Sir Edward Downes']",0.3,0.0592,-23.116,0.0341,0.93,0.91,0.0966,0.0579,101.242,1994,"Concerto in modo misolidio, P. 145: III. Passacaglia: Allegro energico - ['Ottorino Respighi', 'Geoffrey Tozer', 'BBC Philharmonic', 'Sir Edward Downes']",-0.986286,-0.13357571,6,Ambient / Classical
Give It Back,['Dropkick'],0.348,0.746,-5.181,0.0468,0.00327,0.0,0.111,0.569,137.838,2007,Give It Back - ['Dropkick'],0.6563618,-0.3182568,1,Energetic Electronic
Come Together,['Collide'],0.609,0.6679999999999999,-7.309,0.0252,0.2339999999999999,0.306,0.0726,0.429,88.994,2009,Come Together - ['Collide'],0.39270568,0.08954855,2,Dance Pop
Interlude 1,['Nick Jaina'],0.7040000000000001,0.00552,-27.195,0.159,0.99,0.941,0.0791,0.0,70.16199999999999,2008,Interlude 1 - ['Nick Jaina'],-0.81731665,0.16683945,6,Ambient / Classical
Human Dark With Sugar,['Franz Von Chossy'],0.215,0.165,-16.099,0.0336,0.934,0.868,0.104,0.0333,82.4,2012,Human Dark With Sugar - ['Franz Von Chossy'],-0.9222277,-0.29410255,6,Ambient / Classical
Over and Out!,['Vital Information'],0.505,0.818,-9.738,0.0441,0.119,0.439,0.127,0.426,150.998,1996,Over and Out! - ['Vital Information'],0.43825504,-0.41171908,1,Energetic Electronic
The Hunted,['Kodo'],0.444,0.332,-27.54,0.0672,0.653,0.949,0.0862,0.0526,130.247,1997,The Hunted - ['Kodo'],-0.8008368,-0.24359334,6,Ambient / Classical
I Forgot,['Pezzner'],0.4579999999999999,0.271,-17.744,0.0325,0.932,0.958,0.102,0.111,123.025,2013,I Forgot - ['Pezzner'],-0.8524287,-0.23238906,6,Ambient / Classical
"Battered, Black & Blue (Hole In My Heart)",['AWOLNATION'],0.6629999999999999,0.902,-5.7570000000000014,0.0393,0.307,0.7190000000000001,0.373,0.5760000000000001,133.623,2020,"Battered, Black & Blue (Hole In My Heart) - ['AWOLNATION']",0.52875805,-0.27807575,3,Instrumental Energy
Sometimes,['Dustycloud'],0.862,0.792,-4.356,0.22,0.0738,0.52,0.0999,0.632,126.03,2016,Sometimes - ['Dustycloud'],0.6596054,0.095398515,2,Dance Pop
What You Wanted,['Chinaski'],0.356,0.782,-4.252,0.0432,0.0393,0.0,0.074,0.8440000000000001,164.33900000000003,2005,What You Wanted - ['Chinaski'],0.6397234,-0.11913021,1,Energetic Electronic
Jesus Night Light,['Todd Burge'],0.653,0.777,-4.052,0.0267,0.241,0.0,0.311,0.68,88.455,2012,Jesus Night Light - ['Todd Burge'],0.7041894,0.2679612,2,Dance Pop
New Trail Old Times,['Jesse Rivest'],0.483,0.379,-10.527,0.0386,0.173,0.0,0.121,0.3879999999999999,97.207,2020,New Trail Old Times - ['Jesse Rivest'],0.102886304,0.048048206,2,Dance Pop
Finale B,['Cast Of The Motion Picture Rent'],0.253,0.482,-5.565,0.0324,0.0662,0.0,0.1159999999999999,0.19,145.338,2005,Finale B - ['Cast Of The Motion Picture Rent'],0.12895696,-0.5687013,1,Energetic Electronic
A Gran Velocidad,['Riesgo de Contagio'],0.352,0.916,-9.037,0.103,0.0357,0.0,0.0786,0.659,170.00099999999995,2018,A Gran Velocidad - ['Riesgo de Contagio'],0.60527986,-0.3229794,1,Energetic Electronic
Niggun Simcha,['Avraham Fried'],0.455,0.944,-4.3180000000000005,0.0506,0.436,0.0,0.312,0.909,161.83,2009,Niggun Simcha - ['Avraham Fried'],0.67419124,0.0052321292,1,Energetic Electronic
"Lyric Pieces, Op. 62: No. 4, Bækken","['Edvard Grieg', 'Denis Kozhukhin']",0.37,0.077,-30.545,0.0365,0.992,0.894,0.1119999999999999,0.345,73.197,2019,"Lyric Pieces, Op. 62: No. 4, Bækken - ['Edvard Grieg', 'Denis Kozhukhin']",-0.88457054,0.06646299,6,Ambient / Classical
St. Louis Blues,"['Rossano Sportiello,Nicki Parrott,Eddie Metz']",0.461,0.407,-17.547,0.043,0.306,0.687,0.872,0.493,98.052,2012,"St. Louis Blues - ['Rossano Sportiello,Nicki Parrott,Eddie Metz']",-0.15375772,-0.21171635,7,Live Performances
Eskisk,['Hazel Mills'],0.299,0.581,-8.005,0.0312,0.0418,0.862,0.241,0.0477,119.978,2010,Eskisk - ['Hazel Mills'],-0.15592265,-0.92207915,5,Dark Electronic Instrumental
"Suite del Plata, No. 1: Milonga","['Maximo Diego Pujol', 'Victor Villadangos']",0.381,0.0229,-29.812,0.0637,0.995,0.941,0.103,0.182,113.517,2002,"Suite del Plata, No. 1: Milonga - ['Maximo Diego Pujol', 'Victor Villadangos']",-0.9698536,-0.020201216,6,Ambient / Classical
Swallow Whole,['Pleasure Symbols'],0.55,0.6509999999999999,-10.377,0.0268,5.65e-05,0.129,0.275,0.391,110.024,2019,Swallow Whole - ['Pleasure Symbols'],0.5529429,-0.27370214,2,Dance Pop
Evidence,['Dead Air Radio'],0.5770000000000001,0.866,-6.189,0.0522,0.0012699999999999,0.0332,0.357,0.534,112.937,2007,Evidence - ['Dead Air Radio'],0.83429265,-0.12894282,2,Dance Pop
What I Like,['Charli XCX'],0.597,0.812,-6.385,0.181,0.000292,0.000504,0.2319999999999999,0.767,77.505,2013,What I Like - ['Charli XCX'],0.6999175,0.20147242,2,Dance Pop
Lake,['Dehd'],0.47,0.669,-5.564,0.0321,0.268,0.815,0.0999,0.5770000000000001,126.907,2019,Lake - ['Dehd'],0.2711131,-0.40354013,3,Instrumental Energy
A Ke Kanaia Este Gringo,"['Orquesta De Camara Kuerani, Rocio Prospero']",0.561,0.0173,-21.456,0.0579,0.925,0.0,0.0989,0.452,72.69,1998,"A Ke Kanaia Este Gringo - ['Orquesta De Camara Kuerani, Rocio Prospero']",-0.6998721,0.6560122,0,Calm Acoustic
Absentia,['Displayaz'],0.659,0.561,-13.809,0.345,0.149,0.858,0.121,0.408,134.52700000000002,2007,Absentia - ['Displayaz'],0.079652816,-0.18396321,3,Instrumental Energy
North Cedar,['House of Large Sizes'],0.415,0.902,-8.113999999999999,0.0481,0.000319,0.0004559999999999,0.728,0.665,152.79399999999995,2000,North Cedar - ['House of Large Sizes'],0.50994635,-0.2658855,7,Live Performances
Inside It's Raining,['Art Of Dying'],0.374,0.847,-3.4339999999999997,0.0536,0.000661,0.0,0.0923,0.246,164.007,2006,Inside It's Raining - ['Art Of Dying'],0.52401334,-0.53807104,1,Energetic Electronic
All We Wanna Do,['Pokémon'],0.76,0.902,-4.24,0.0387,0.06,0.0,0.362,0.8079999999999999,112.011,2001,All We Wanna Do - ['Pokémon'],0.8158526,0.25910568,2,Dance Pop
The Rvolutionary Politics of Dance,['An Albatross'],0.297,0.747,-7.14,0.0573,0.0008619999999999,0.266,0.522,0.387,94.866,2003,The Rvolutionary Politics of Dance - ['An Albatross'],0.28049022,-0.5212236,7,Live Performances
Nightmist Blues,['LOU SILVESTRI'],0.423,0.3,-16.29,0.0336,0.635,0.919,0.121,0.489,137.54399999999998,2003,Nightmist Blues - ['LOU SILVESTRI'],-0.6436306,-0.16096699,6,Ambient / Classical
Crees Que Puedes,['The Clems'],0.208,0.913,-5.971,0.13,0.0561,0.252,0.0914,0.341,167.486,2008,Crees Que Puedes - ['The Clems'],0.3773892,-0.7032964,1,Energetic Electronic
The French Song,['The Real Heroes'],0.706,0.604,-8.995,0.0321,0.0057799999999999,0.000737,0.337,0.623,125.99,2020,The French Song - ['The Real Heroes'],0.7088049,0.13933228,2,Dance Pop
Lucha de Gigantes,['La Rumorosa'],0.5870000000000001,0.7070000000000001,-6.1160000000000005,0.0487,0.594,0.000108,0.0873,0.4970000000000001,176.014,2012,Lucha de Gigantes - ['La Rumorosa'],0.43436733,0.039050132,1,Energetic Electronic
Crazy,['Garageland'],0.426,0.96,-4.33,0.0695,1.46e-05,0.0,0.099,0.599,156.026,2001,Crazy - ['Garageland'],0.737132,-0.2590227,1,Energetic Electronic
Dream Weaver,['Gary Wright'],0.281,0.472,-10.966,0.0332,0.0754,5.0999999999999995e-06,0.0628,0.0889,104.232,2019,Dream Weaver - ['Gary Wright'],-0.1094245,-0.48444778,1,Energetic Electronic
I Robot,['The Alan Parsons Project'],0.607,0.774,-12.496,0.0408,0.618,0.831,0.24,0.67,90.598,1997,I Robot - ['The Alan Parsons Project'],-0.02435434,0.14592199,3,Instrumental Energy
See Me Through / Soldier of Fortune / Thank You (Falettinme Be Mice Elf Agin)* / Burning Ground - Live at Montreux,['Van Morrison'],0.4679999999999999,0.247,-15.316,0.109,0.467,0.000403,0.952,0.535,124.166,1997,See Me Through / Soldier of Fortune / Thank You (Falettinme Be Mice Elf Agin)* / Burning Ground - Live at Montreux - ['Van Morrison'],-0.07266599,0.027324893,7,Live Performances
River of Jordon,['Jim & Jesse'],0.585,0.63,-7.676,0.0344,0.58,0.0,0.332,0.765,109.132,2018,River of Jordon - ['Jim & Jesse'],0.47513863,0.4241842,2,Dance Pop
Kill the 6,['The Plastic Noise Experience'],0.5579999999999999,0.924,-7.542000000000003,0.0466,0.0001139999999999,0.875,0.0864,0.66,159.996,2006,Kill the 6 - ['The Plastic Noise Experience'],0.49223492,-0.37517387,3,Instrumental Energy
The Kiss of Death,['Putrid Pile'],0.259,0.993,-6.484,0.176,3.73e-05,0.913,0.326,0.0291,134.76,2016,The Kiss of Death - ['Putrid Pile'],0.14259858,-0.94168544,5,Dark Electronic Instrumental
Breed In Weakness,['Soilent Green'],0.283,0.947,-5.98,0.111,0.000323,0.645,0.357,0.349,94.087,2007,Breed In Weakness - ['Soilent Green'],0.29535314,-0.72691274,5,Dark Electronic Instrumental
Nox,['Resound'],0.675,0.534,-6.665,0.0839,0.153,0.882,0.18,0.413,92.676,2019,Nox - ['Resound'],0.1632663,-0.19146809,3,Instrumental Energy
The Word Cop,['Travis Morrison'],0.544,0.916,-5.851,0.0427,0.0759,0.0504,0.136,0.7,151.507,2004,The Word Cop - ['Travis Morrison'],0.8225501,-0.06303901,1,Energetic Electronic
Охотники,['Smyslovye Gallyutsinatsii'],0.631,0.75,-8.895,0.0444,0.0104,0.0,0.127,0.905,95.017,2012,Охотники - ['Smyslovye Gallyutsinatsii'],0.7015271,0.3678462,2,Dance Pop
Happy Raconteuse,['Lou & Peter Berryman'],0.6629999999999999,0.0779,-17.346,0.226,0.907,0.0,0.0904,0.6859999999999999,109.018,2014,Happy Raconteuse - ['Lou & Peter Berryman'],-0.32771793,0.7476097,4,Acoustic Pop
Wcgaf,['Hook'],0.807,0.735,-8.252,0.433,0.0271,0.0,0.0889,0.1639999999999999,97.032,2020,Wcgaf - ['Hook'],0.3548828,0.015701063,2,Dance Pop
Turned Around,['Chrome'],0.346,0.785,-8.525,0.0874,0.356,0.0343,0.103,0.382,126.822,2011,Turned Around - ['Chrome'],0.3940371,-0.43012762,1,Energetic Electronic
Wenn ich mit meinem Dackel von Grinzing heimwärts wackel,['Peter Alexander'],0.573,0.377,-9.56,0.0909,0.745,0.0,0.121,0.773,81.138,2006,Wenn ich mit meinem Dackel von Grinzing heimwärts wackel - ['Peter Alexander'],-0.015392074,0.83333796,4,Acoustic Pop
Natural Man (Live),['Savoy Brown'],0.5539999999999999,0.883,-5.17,0.0706,0.166,0.00301,0.412,0.841,113.949,2013,Natural Man (Live) - ['Savoy Brown'],0.7924883,0.08191116,2,Dance Pop
Suck It Up,['Lo Tom'],0.3989999999999999,0.759,-4.551,0.0289,0.000264,0.331,0.1639999999999999,0.625,175.90599999999995,2020,Suck It Up - ['Lo Tom'],0.57872,-0.4471597,1,Energetic Electronic
"Musica ricercata: No. 4, Tempo di Valse","['György Ligeti', 'Pierre-Laurent Aimard']",0.373,0.0149,-33.61,0.0507,0.988,0.91,0.0854,0.05,113.584,1996,"Musica ricercata: No. 4, Tempo di Valse - ['György Ligeti', 'Pierre-Laurent Aimard']",-0.95474106,-0.03964304,6,Ambient / Classical
Solo Contigo,['Marino Luis'],0.5379999999999999,0.5720000000000001,-5.062,0.0861,0.584,0.0,0.369,0.418,76.15899999999998,2006,Solo Contigo - ['Marino Luis'],0.17408334,0.24836572,7,Live Performances
Out There,"['CloudNone', 'Elle Vee']",0.631,0.711,-7.722,0.0464,0.482,0.109,0.093,0.246,127.031,2019,"Out There - ['CloudNone', 'Elle Vee']",0.34462783,-0.074554026,1,Energetic Electronic
3 Gnossiennes,"['Erik Satie', 'Frank Glazer']",0.263,0.00919,-35.909,0.0398,0.994,0.889,0.0846,0.046,100.219,1990,"3 Gnossiennes - ['Erik Satie', 'Frank Glazer']",-0.9535371,-0.053279657,6,Ambient / Classical
Without You (The Way It Was),"[""Anyone's Daughter""]",0.483,0.485,-8.16,0.0287,0.0264,0.000266,0.142,0.119,119.965,2004,"Without You (The Way It Was) - [""Anyone's Daughter""]",0.1890862,-0.35344338,1,Energetic Electronic
Tilt You Up (ENON),['Enon'],0.539,0.5379999999999999,-11.854,0.362,0.733,0.2319999999999999,0.124,0.6509999999999999,88.15899999999998,2004,Tilt You Up (ENON) - ['Enon'],-0.031833757,0.3869397,4,Acoustic Pop
Stand and Die,['Necromis'],0.488,0.975,-6.348,0.102,4.47e-06,0.313,0.217,0.0934,105.968,2004,Stand and Die - ['Necromis'],0.4328855,-0.6168264,5,Dark Electronic Instrumental
"Goodbye, My Love",['Timothy B. Schmit'],0.7120000000000001,0.519,-8.258,0.0284,0.324,0.00326,0.158,0.546,102.016,2016,"Goodbye, My Love - ['Timothy B. Schmit']",0.49366418,0.515893,2,Dance Pop
Void and Devotion,['Barn Owl'],0.1669999999999999,0.336,-15.358,0.0531,0.455,0.872,0.24,0.0281,69.197,2011,Void and Devotion - ['Barn Owl'],-0.70665437,-0.5435348,6,Ambient / Classical
Minimal Slee,['Pimmon'],0.2739999999999999,0.203,-26.721,0.0644,0.747,0.818,0.111,0.0395,147.548,2003,Minimal Slee - ['Pimmon'],-0.8685541,-0.34314358,6,Ambient / Classical
Bite My Tongue,"['Party Pupils', 'MAX']",0.752,0.5579999999999999,-6.1229999999999976,0.341,0.152,0.0,0.0976,0.698,117.975,2020,"Bite My Tongue - ['Party Pupils', 'MAX']",0.54741013,0.29895186,2,Dance Pop
September Falls,['Animat'],0.7020000000000001,0.526,-13.724,0.0515,0.00639,0.8320000000000001,0.1,0.128,92.995,2016,September Falls - ['Animat'],-0.08260107,-0.29229856,5,Dark Electronic Instrumental
The Only Wind That Blows,['Liz Meyer'],0.542,0.638,-6.6229999999999976,0.0276,0.249,0.0008179999999999,0.295,0.8809999999999999,120.429,2005,The Only Wind That Blows - ['Liz Meyer'],0.6874451,0.33920133,2,Dance Pop
Atlanta Blues,['W.C. Spencer'],0.5660000000000001,0.308,-10.315,0.0334,0.858,0.0415,0.114,0.392,92.027,1998,Atlanta Blues - ['W.C. Spencer'],-0.44664708,0.64904153,0,Calm Acoustic
Piano Solo in D Minor: I. Gymnopedie (Arranged for Persian Chromatic Santour & Bass in B Minor By Alireza Javaheri),['Alireza Javaheri'],0.655,0.148,-14.046,0.0837,0.779,0.5720000000000001,0.0614,0.107,93.764,2015,Piano Solo in D Minor: I. Gymnopedie (Arranged for Persian Chromatic Santour & Bass in B Minor By Alireza Javaheri) - ['Alireza Javaheri'],-0.6874909,0.16850728,6,Ambient / Classical
"6 Songs, Op. 88: No. 6. Kukkasen kohtalo (Blommans ode, The Flower's Destiny)","['Jean Sibelius', 'Hannu Jurmu', 'Jouni Somero']",0.257,0.0188,-28.94400000000001,0.0496,0.994,0.176,0.122,0.145,61.485,2007,"6 Songs, Op. 88: No. 6. Kukkasen kohtalo (Blommans ode, The Flower's Destiny) - ['Jean Sibelius', 'Hannu Jurmu', 'Jouni Somero']",-0.9146748,0.14353572,0,Calm Acoustic
Mon pays,['Les Cowboys Fringants'],0.248,0.782,-8.387,0.0433,0.0128,0.0564,0.4379999999999999,0.616,165.183,2008,Mon pays - ['Les Cowboys Fringants'],0.47484067,-0.48148155,1,Energetic Electronic
A Casa,['Eliana'],0.626,0.301,-8.47,0.0472,0.319,0.0,0.1669999999999999,0.574,116.944,2001,A Casa - ['Eliana'],0.27813086,0.6513028,4,Acoustic Pop
Sonora's Death Row,['Robert Earl Keen'],0.599,0.4539999999999999,-13.607,0.0398,0.514,0.000672,0.6779999999999999,0.396,125.123,2004,Sonora's Death Row - ['Robert Earl Keen'],0.027060006,0.07458016,7,Live Performances
Telephone Toughguy,['Kid Liberty'],0.4320000000000001,0.929,-5.207000000000002,0.259,0.0002,0.0,0.352,0.406,158.293,2010,Telephone Toughguy - ['Kid Liberty'],0.6555661,-0.43690813,1,Energetic Electronic
Survivin,['Eli Uno'],0.77,0.902,-3.0389999999999997,0.145,0.0634,0.0,0.174,0.7040000000000001,92.026,2014,Survivin - ['Eli Uno'],0.8123189,0.25785613,2,Dance Pop
Home Is Where the Heart Is,['Old & In The Way'],0.439,0.392,-17.250999999999998,0.0767,0.6759999999999999,0.00743,0.753,0.889,148.17700000000005,2013,Home Is Where the Heart Is - ['Old & In The Way'],0.022528607,0.14491366,7,Live Performances
Lost Y'all Mind (feat. Quavo),"['Gucci Mane', 'Quavo']",0.838,0.7759999999999999,-4.905,0.212,0.127,1.7899999999999998e-05,0.124,0.6609999999999999,94.971,2018,"Lost Y'all Mind (feat. Quavo) - ['Gucci Mane', 'Quavo']",0.698448,0.3468097,2,Dance Pop
troublemakers,['Cuckooland'],0.312,0.912,-4.274,0.0837,7.52e-06,0.0117,0.18,0.389,93.975,2005,troublemakers - ['Cuckooland'],0.5240347,-0.412125,1,Energetic Electronic
Please Don't Smoke Cheese,['Devin The Dude'],0.775,0.487,-8.016,0.45,0.0972,0.0,0.629,0.746,174.72099999999998,2013,Please Don't Smoke Cheese - ['Devin The Dude'],0.44368178,0.07745178,7,Live Performances
Sucker Fish,['One-Eyed Doll'],0.308,0.828,-4.223,0.0402,0.000194,0.888,0.382,0.546,131.62,2010,Sucker Fish - ['One-Eyed Doll'],0.3429685,-0.70964867,5,Dark Electronic Instrumental
Mourned Winter Then,['Current 93'],0.63,0.109,-15.193,0.044,0.986,0.0337,0.0931,0.474,77.83800000000002,2014,Mourned Winter Then - ['Current 93'],-0.5435307,0.7091692,0,Calm Acoustic
Remembering Annie,['Marco Beltrami'],0.203,0.152,-26.553,0.0433,0.962,0.988,0.0843,0.0308,72.87899999999998,2015,Remembering Annie - ['Marco Beltrami'],-0.9426008,-0.21922271,6,Ambient / Classical
Alstromeria,['Nels Cline/Wally Shoup/Greg Campbell'],0.439,0.127,-21.153,0.0405,0.845,0.888,0.111,0.0646,114.204,2000,Alstromeria - ['Nels Cline/Wally Shoup/Greg Campbell'],-0.9548611,-0.13426766,6,Ambient / Classical
Rae,"['Fred the Godson', '38 Spesh']",0.4,0.604,-10.529000000000002,0.396,0.1009999999999999,0.0,0.1119999999999999,0.57,78.329,2020,"Rae - ['Fred the Godson', '38 Spesh']",0.23155181,0.0061840396,2,Dance Pop
Where Do You Start?,"['Elli Fordyce, Jeremy Manasia']",0.568,0.119,-14.181,0.0553,0.978,0.000131,0.121,0.172,99.292,2009,"Where Do You Start? - ['Elli Fordyce, Jeremy Manasia']",-0.7071207,0.44575977,0,Calm Acoustic
The Sacred Nine and the Primal Horde,"['Alasdair Roberts', 'Concerto Caledonia']",0.4270000000000001,0.106,-16.445,0.0362,0.954,1.74e-05,0.11,0.395,97.191,2011,"The Sacred Nine and the Primal Horde - ['Alasdair Roberts', 'Concerto Caledonia']",-0.7617935,0.47247714,0,Calm Acoustic
Friends Don't Let Friends Drive Drunk,['Shat'],0.507,0.7659999999999999,-6.4879999999999995,0.0462,0.741,0.0944,0.204,0.434,86.111,2002,Friends Don't Let Friends Drive Drunk - ['Shat'],0.13498946,0.24074732,4,Acoustic Pop
Monja,['Die Flippers'],0.3879999999999999,0.4029999999999999,-10.722,0.0288,0.414,0.00213,0.2239999999999999,0.356,196.026,1994,Monja - ['Die Flippers'],0.009367954,-0.19500662,1,Energetic Electronic
No Hay Quien Nos Pare - Instrumental,['Falsalarma'],0.8809999999999999,0.519,-5.092,0.0796,0.0272,0.858,0.0845,0.58,91.164,2002,No Hay Quien Nos Pare - Instrumental - ['Falsalarma'],0.3062402,0.1822404,3,Instrumental Energy
Die Zeit geht nicht - Heliophile Remix,"['Schwarzblut', 'Heliophile']",0.59,0.769,-9.117,0.0292,0.00159,0.494,0.125,0.332,126.017,2018,"Die Zeit geht nicht - Heliophile Remix - ['Schwarzblut', 'Heliophile']",0.49529245,-0.48183244,5,Dark Electronic Instrumental
Stormy Monday (Live),['Brad Wilson'],0.228,0.81,-3.2969999999999997,0.0487,0.273,0.0178,0.466,0.4379999999999999,80.859,2016,Stormy Monday (Live) - ['Brad Wilson'],0.28668284,-0.37132174,7,Live Performances
Life Still Applies,['Wheat'],0.57,0.828,-4.13,0.0445,0.00477,0.0,0.0881,0.385,112.877,2003,Life Still Applies - ['Wheat'],0.72015584,-0.11880322,1,Energetic Electronic
Born Of Science - Datura Mix,['SMP'],0.561,0.653,-8.134,0.0287,0.00149,0.023,0.3289999999999999,0.3,149.984,2002,Born Of Science - Datura Mix - ['SMP'],0.56335366,-0.32721204,1,Energetic Electronic
"Symphony No. 1, Op. 8: Molto sostenuto - Allegro energico","['Joly Braga Santos', 'Portuguese Symphony Orchestra', 'Alvaro Cassuto']",0.1989999999999999,0.105,-21.509,0.0463,0.893,0.937,0.123,0.0363,117.894,1998,"Symphony No. 1, Op. 8: Molto sostenuto - Allegro energico - ['Joly Braga Santos', 'Portuguese Symphony Orchestra', 'Alvaro Cassuto']",-0.9666024,-0.31247783,6,Ambient / Classical
T.S Armstrong,['Elliott BROOD'],0.544,0.124,-16.102,0.0339,0.977,0.0244,0.115,0.1689999999999999,106.968,2017,T.S Armstrong - ['Elliott BROOD'],-0.71131426,0.3379181,0,Calm Acoustic
Tug of War Intestines,['Skinless'],0.278,0.8220000000000001,-8.312000000000001,0.115,2.27e-05,0.821,0.221,0.255,84.265,2001,Tug of War Intestines - ['Skinless'],0.025871407,-0.70493114,5,Dark Electronic Instrumental
Poto Poto,['Chief Commander Ebenezer Obey'],0.652,0.664,-9.549,0.0799,0.524,0.341,0.173,0.691,112.658,2012,Poto Poto - ['Chief Commander Ebenezer Obey'],0.50388694,0.48570406,2,Dance Pop
Chain Of Command,['Planet Asia & Gold Chain Mlitary'],0.422,0.78,-5.2989999999999995,0.371,0.564,1.98e-06,0.316,0.534,83.723,2010,Chain Of Command - ['Planet Asia & Gold Chain Mlitary'],0.27040386,0.034319147,7,Live Performances
Where It Goez Wrong,"['Black Moon', 'TEK']",0.818,0.643,-5.834,0.288,0.0276,2.21e-06,0.359,0.521,79.689,2003,"Where It Goez Wrong - ['Black Moon', 'TEK']",0.529067,0.27481705,2,Dance Pop
Telilit,['Les Filles de Illighadad'],0.39,0.256,-16.31,0.047,0.956,0.865,0.105,0.2269999999999999,118.95,2016,Telilit - ['Les Filles de Illighadad'],-0.8668796,-0.20417683,6,Ambient / Classical
Amy's Song,"['Christy Rossiter', '112 North Duck']",0.616,0.544,-5.3610000000000015,0.0283,0.3379999999999999,0.0,0.0804,0.298,109.889,2013,"Amy's Song - ['Christy Rossiter', '112 North Duck']",0.37842774,0.13126183,2,Dance Pop
Work That Thing,"['E.S.G.', 'Slim Thug']",0.8859999999999999,0.684,-6.047999999999999,0.257,0.0771,0.0,0.0629,0.7859999999999999,88.008,2002,"Work That Thing - ['E.S.G.', 'Slim Thug']",0.5918099,0.50787675,2,Dance Pop
